# source: Binance public market data (BTCUSDT 4h)
# url: https://data-api.binance.vision/api/v3/klines?symbol=BTCUSDT&interval=4h&limit=1000
# downloaded_at: 2026-09-21
# license: Public API; data provided as-is by Binance
date,open,high,low,close,volume
2026-04-15T04:00,74345.98000000,74434.51000000,73514.00000000,73730.43000000,3073.41230000
2026-04-15T08:00,73730.43000000,74256.44000000,73675.96000000,74201.78000000,1889.67298000
2026-04-15T12:00,74201.78000000,74506.84000000,73580.85000000,73844.08000000,2744.86135000
2026-04-15T16:00,73844.07000000,75281.00000000,73762.89000000,75002.60000000,2728.37363000
2026-04-15T20:00,75002.60000000,75425.00000000,74512.06000000,74809.99000000,1845.97774000
2026-04-16T00:00,74809.99000000,75267.85000000,74451.49000000,74888.21000000,1937.97594000
2026-04-16T04:00,74888.21000000,75174.38000000,74636.00000000,74707.03000000,2185.42777000
2026-04-16T08:00,74707.02000000,74901.50000000,74277.34000000,74574.79000000,2687.27336000
2026-04-16T12:00,74574.80000000,75030.39000000,73309.85000000,74697.19000000,5210.02393000
2026-04-16T16:00,74697.20000000,75410.71000000,73912.23000000,75342.99000000,3497.56000000
2026-04-16T20:00,75343.00000000,75534.76000000,74789.50000000,75154.29000000,1570.42677000
2026-04-17T00:00,75154.28000000,75154.77000000,74529.40000000,74615.82000000,2160.86835000
2026-04-17T04:00,74615.82000000,75089.51000000,74555.12000000,75074.77000000,1339.49148000
2026-04-17T08:00,75074.76000000,76370.25000000,74993.24000000,75589.70000000,4979.26567000
2026-04-17T12:00,75589.70000000,78052.49000000,75531.97000000,77785.02000000,11844.17586000
2026-04-17T16:00,77785.03000000,78333.00000000,77000.00000000,77393.58000000,3865.48754000
2026-04-17T20:00,77393.58000000,77611.68000000,76911.00000000,77072.00000000,1752.07804000
2026-04-18T00:00,77072.01000000,77420.08000000,76962.67000000,77005.47000000,1127.42699000
2026-04-18T04:00,77005.47000000,77278.58000000,76884.10000000,76997.80000000,1126.90915000
2026-04-18T08:00,76997.79000000,77048.00000000,75763.76000000,76039.05000000,2670.18059000
2026-04-18T12:00,76039.06000000,76363.75000000,75797.53000000,76167.34000000,1672.54902000
2026-04-18T16:00,76167.33000000,76211.57000000,75445.16000000,75649.85000000,1564.20833000
2026-04-18T20:00,75649.86000000,75891.64000000,75599.64000000,75691.76000000,980.57048000
2026-04-19T00:00,75691.76000000,75847.42000000,75357.00000000,75515.77000000,1006.37687000
2026-04-19T04:00,75515.76000000,75782.63000000,74867.72000000,75252.34000000,1626.17300000
2026-04-19T08:00,75252.33000000,75641.99000000,74921.74000000,75604.11000000,1388.70023000
2026-04-19T12:00,75604.11000000,76240.66000000,75401.44000000,75846.63000000,2918.88485000
2026-04-19T16:00,75846.63000000,75853.26000000,74608.00000000,74965.47000000,2037.39620000
2026-04-19T20:00,74965.46000000,74965.47000000,73762.90000000,73801.79000000,2392.29117000
2026-04-20T00:00,73801.80000000,74746.93000000,73724.31000000,74634.00000000,2498.43670000
2026-04-20T04:00,74634.01000000,75572.00000000,74095.18000000,74837.17000000,2480.55303000
2026-04-20T08:00,74837.18000000,75404.63000000,74619.41000000,75192.71000000,1646.53372000
2026-04-20T12:00,75192.72000000,75772.72000000,74702.00000000,75716.77000000,3717.10765000
2026-04-20T16:00,75716.78000000,76486.67000000,75289.92000000,76296.96000000,4186.21296000
2026-04-20T20:00,76296.97000000,76558.62000000,75617.60000000,75840.97000000,2464.56628000
2026-04-21T00:00,75840.97000000,76263.40000000,75474.77000000,75710.30000000,1612.43915000
2026-04-21T04:00,75710.31000000,76300.00000000,75600.00000000,76084.34000000,2226.77918000
2026-04-21T08:00,76084.34000000,76927.57000000,76063.98000000,76452.94000000,2659.19547000
2026-04-21T12:00,76452.94000000,76595.30000000,75430.62000000,75834.65000000,3598.94570000
2026-04-21T16:00,75834.66000000,76190.72000000,74821.57000000,75023.43000000,2902.15339000
2026-04-21T20:00,75023.43000000,76425.37000000,74967.58000000,76336.15000000,1913.05843000
2026-04-22T00:00,76336.14000000,77733.11000000,76132.95000000,77521.48000000,3427.92326000
2026-04-22T04:00,77521.47000000,78452.18000000,77364.25000000,78012.79000000,4391.05885000
2026-04-22T08:00,78012.78000000,78399.00000000,77941.59000000,78300.00000000,2316.44812000
2026-04-22T12:00,78300.00000000,79400.00000000,78114.04000000,79272.90000000,5465.82641000
2026-04-22T16:00,79272.91000000,79472.82000000,78632.37000000,78846.62000000,2393.53440000
2026-04-22T20:00,78846.62000000,78915.84000000,78155.83000000,78178.23000000,1742.72121000
2026-04-23T00:00,78178.22000000,78574.44000000,77453.43000000,77746.46000000,3482.97564000
2026-04-23T04:00,77746.47000000,78339.35000000,77675.80000000,78048.62000000,1711.42731000
2026-04-23T08:00,78048.61000000,78175.52000000,77174.01000000,77704.62000000,3562.23716000
2026-04-23T12:00,77704.61000000,78662.50000000,77379.92000000,78376.76000000,3163.89025000
2026-04-23T16:00,78376.77000000,78509.82000000,76960.00000000,77727.26000000,3947.74807000
2026-04-23T20:00,77727.25000000,78331.00000000,77637.50000000,78257.48000000,1102.51658000
2026-04-24T00:00,78257.48000000,78581.93000000,77555.00000000,77737.85000000,2050.74535000
2026-04-24T04:00,77737.84000000,78057.65000000,77457.00000000,77644.60000000,2006.47598000
2026-04-24T08:00,77644.59000000,78372.58000000,77402.01000000,78240.26000000,2919.12540000
2026-04-24T12:00,78240.27000000,78479.37000000,77577.22000000,78038.62000000,2850.11432000
2026-04-24T16:00,78038.63000000,78060.29000000,77363.63000000,77628.85000000,1634.32254000
2026-04-24T20:00,77628.84000000,77757.14000000,77264.08000000,77437.13000000,1214.35956000
2026-04-25T00:00,77437.13000000,77711.87000000,77309.92000000,77679.07000000,943.00804000
2026-04-25T04:00,77679.08000000,77691.23000000,77450.00000000,77501.19000000,894.01774000
2026-04-25T08:00,77501.19000000,77885.35000000,77491.36000000,77682.30000000,753.19705000
2026-04-25T12:00,77682.29000000,77752.54000000,77299.89000000,77330.26000000,1006.59668000
2026-04-25T16:00,77330.25000000,77454.31000000,77140.23000000,77330.01000000,1247.67486000
